date,summary,countries,comment
2022-11,"Hackers targeted the Guadeloupe government, forcing the shutdown of all government computers to 'protect data' during incident response and detect the scope of the attack.",GP,
2022-11,"Indian hackers targeted Pakistani government entities, including the military, and companies since April 2020. The attacks enabled hackers to infiltrate systems and access computer controls.",PK,
2022-11,"Suspected Chinese-linked hackers carried out an espionage campaign on public and private organizations in the Philippines, Europe, and the United States since 2021. The attacks used infected USB drives to deliver malware to the organizations.",PH-US-?,
2022-11,Chinese state-affiliated actors increased attacks on smaller nations in Southeast Asia for cyberespionage purposes.,?,
2022-10,"Hackers targeted a communications platform in Australia, which handles Department of Defence data, in a ransomware attack. The government believes hackers breached sensitive government data in this attack.",AU,
2022-10,A Ukrainian newspaper published hacked data claiming to be sensitive information from Russian defense contractors. The hackers responsible are part of an anti-Putin group in Russia.,RU,
2022-10,"Hackers targeted Bulgarian websites belonging to the presidential administration, the Defense Ministry, the Interior Ministry, the Justice Ministry, and the Constitutional Court in a DDoS attack. A pro-Russian hacking group claimed responsibility for the attack, stating it was punishment 'for betrayal to Russia and the supply of weapons to Ukraine.'",BG,
2022-10,"Hackers targeted several major U.S. airports with a DDoS attack, impacting their websites. A pro-Russian hacking group promoted the attack prior to its execution.",US,
2022-10,"Pro-Russian hackers claimed responsibility for an attack that knocked U.S. state government websites offline, including Colorado's, Kentucky's and Mississippi's.",US,
2022-10,"CISA, the FBI, and NSA announced state-sponsored hacking groups had long-term access to a defense company since January 2021 and compromised sensitive company data.",US,
2022-09,"Iranian hackers targeted Albanian computer systems, forcing Albanian officials to temporarily shut down the Total Information Management System, a service used to track individuals entering and exiting Albania. This attack closely followed Albania's decision to sever diplomatic ties with Iran as well as the American sanctions and NATO's condemnation of an Iranian cyberattack against Albania in July. In the July attack, Iranian actors deployed ransomware on Albanian Government networks that destroyed data and disrupted government services.",AL,
2022-09,"A newly discovered hacking group targeted telecommunications, internet service providers, and universities in the Middle East and Africa. The group deploys malware platforms directly into systems' memory, bypassing native security solutions.",?,
2022-09,"Hackers targeted Montenegro's government networks, rendering Montenegro's main state websites and government information platforms inaccessible. Montenegrin officials blamed Russia for the attack.",ME,
2022-09,"Hackers targeted the state-level parliamentary website of Bosnia and Herzegovina, rendering the sites and servers inaccessible for multiple weeks.",BA,
2022-09,China accused the U.S. National Security Agency (NSA) of numerous cyberattacks against China's Northwestern Polytechnical University. Authorities claim the NSA stole user data and infiltrated digital communications networks.,CN,
2022-09,The group Anonymous took responsibility for a series of cyberattacks against the Iranian government that took down two main Iranian government websites and the websites of several state media organizations.,IR,
2022-09,"Hackers targeted the Mexican Defense Ministry and accessed six terabytes of data, including internal communications, criminal data, and data that revealed Mexico's monitoring of Ken Salazar, the U.S. Ambassador to Mexico. Mexican President Andres Manuel Lopez Obrador confirmed the authenticity of the data, including personal health data released to the public.",MX,
2022-09,A Russian-based hacking group targeted the website of the United Kingdom's intelligence agency MI5 with a DDoS attack that temporarily took the site offline.,GB,
2022-08,"Hackers breached Italy's energy agency, Gestore dei Servizi Energetici (GSE), compromising servers, blocking access to systems, and suspending access to the GSE website for a week.",IT,
2022-08,Hackers used a DDoS attack to temporarily take down the website of Taiwan's presidential office. The Taiwanese government attributed the attack to foreign hackers and stated normal operations of the website resumed after 20 minutes. Taiwan's Foreign Ministry also noted hackers targeted their website and the main portal website for Taiwan's government.,TW-UA,
2022-08,Hackers targeted the Finnish Parliament with a DDoS attack that rendered the Parliamentary website inaccessible. A Russian group claimed responsibility for the attack on Telegram.,FI,
2022-08,Hackers targeted the website of Ukraine's state energy agency responsible for the oversight of Ukraine's nuclear power plants. The agency stated Russian hackers carried out the attack.,UA,
2022-08,Hackers targeted the website of the Latvian Parliament with a DDoS attack that temporarily paralyzed the website's server. A Russian hacking group claimed responsibility for the attack on Telegram.,LV,
2022-08,Hackers targeted Greece's largest natural gas distributor DESFA causing a system outage and data exposure.,GR,
2022-08,A Russian group claimed responsibility for breaching a privately owned UK water supply company South Staffordshire Water and leaking files in an extortion attempt.,GB,
2022-08,"Hackers targeted Montenegro's government institutions, breaching the computer systems of several state bodies. Montenegro's Defense Minister stated there was sufficient evidence to suspect Russia was behind the attack.",ME,
2022-08,"A DDoS campaign targeted the websites of both government and private Estonian institutions. Estonia stated that the attack was largely repelled, and the impact was limited.",EE,
2022-08,Hackers used phishing emails to deploy malware in government institutions and defense firms throughout Eastern Europe in January 2022. A report by Russian-based company Kaspersky linked the campaign to a Chinese hacking group.,?,
2022-07,Hackers targeted the Pakistan Air Force (PAF) in a spearfishing campaign to deploy malware and obtain sensitive files. Pakistani and Chinese organizations claimed the attack came from Indian-linked hackers.,PK,
2022-07,"Hackers targeted Iran's Islamic Culture and Communication Organization (ICCO). The attack took down at least 6 websites, placed images of Iranian resistance leaders on fifteen additional sites, wiped databases and computers, and allowed hackers to obtain access to sensitive ICCO data.",IR,
2022-07,A hacker claimed to acquire records on 1 billion Chinese from a Shanghai police database and posted the data for sale online.,CN,
2022-07,"Belgium's Foreign Ministry accused China of a cyberespionage campaign against Belgian targets, including Belgium's Ministries of Interior and Defense. A spokesperson for the Chinese Embassy in Belgium denied the accusations.",BE,
2022-07,Hackers targeted social media accounts owned by the British Royal Army. The attack included the takeover of the British Army's Twitter and YouTube accounts.,GB,
2022-07,"Hackers targeted Lithuania's state-owned energy provider in a DDoS attack. Killnet, which Lithuanian officials link to Russia, claimed responsibility for the attack.",LT,
2022-07,"Hackers temporarily took down websites belonging to the Albanian Prime Minister's Office and the Parliament, and the e-Albania portal used to access public services.",AL,
2022-07,Hackers breached a Ukrainian media company to broadcast on multiple radio stations that Ukrainian President Volodymyr Zelenskyy was in critical condition. Zelenskyy refuted the claims and blamed Russia for the attack.,UA,
2022-07,"China stated the United States stole 97 billion pieces of global internet data and 124 billion pieces of telephone data in June, specifically blaming the National Security Agency (NSA)'s Office of Tailored Access Operations (TAO).",CN,
2022-06,"Hackers targeted Lithuania's state railway, airports, media companies, and government ministries with DDoS attacks. A Russian-backed hacking group claimed responsibility for the attack.",LT,
2022-06,"The FBI, National Security Agency (NSA) and CISA announced that Chinese state-sponsored hackers targeted and breached major telecommunications companies and network service providers since at least 2020.",US,
2022-06,"Hackers targeted former Israeli officials, military personnel, and a former U.S. Ambassador to Israel. An Israeli cybersecurity firm stated Iranian-linked actors used a phishing campaign to gain access to the targets' inboxes, personally identifiable information, and identity documents.",IL,
2022-06,"Hackers targeted three Iranian steel companies, forcing the country's state-owned plant to halt production.",IR,
2022-06,Hackers leaked files and photos known as 'The Xinjiang Police Files' displaying human rights abuses committed by the Chinese government against the Uyghur population.,CN,
2022-06,"An attack targeted users of Australia's largest Chinese-language platform, Media Today. The hackers made over 20 million attempts to reset user passwords in the platform's registration system.",AU,
2022-06,"Hackers targeted municipal public address systems in Jerusalem and Eliat, triggering the air raid sirens systems throughout both cities. An Israeli industrial cybersecurity firm attributed the attack to Iran.",IL,
2022-06,A Chinese-linked disinformation campaign targeted an Australian mining company. The campaign included spreading disinformation on social media platforms and websites regarding the company's alleged environmental record.,AU,
2022-06,"A phishing campaign targeted U.S. organizations in military, software, supply chain, healthcare, and pharmaceutical sectors to compromise Microsoft Office 365 and Outlook accounts.",US,
2022-06,"Hackers compromised accounts belonging to officials in Germany's Greens party, including ones used previously by Annalena Baerbock and Robert Habeck, who now serve as Minister for Foreign Affairs and Minister for Economic Affairs and Climate Action.",DE,
2022-06,"Hackers targeted Norwegian public institutions with DDoS attacks, disrupting government websites. The Norwegian NSM security authority attributed the attack to pro-Russian hackers.",NO,
2022-05,"A DDoS attack targeted the Port of London Authority, forcing its website to go offline. A group linked to Iran took responsibility for the hack.",GB,
2022-05,A phishing campaign targeted the Jordan Ministry of Foreign Affairs. Researchers attributed the attack to an Iranian cyber espionage actor.,JO,
2022-05, The Ethiopian Information Network Security Agency (INSA) stated hackers targeted the Grand Ethiopian Renaissance Dam (GERD). Ethiopia's communications security agency thwarted the attacks before hackers could gain access to the networks.,ET,
2022-05,"Hackers targeted Greenland's healthcare system, causing networks to crash throughout the island. While an initial diagnosis determined the attack did not damage or expose citizens' data, it made health services severely limited.",GL,
2022-05,A Chinese hacking group stole intellectual property assets from U.S and European companies since 2019 and went largely undetected. Researchers believe the group is backed by the Chinese government.,US-?,
2022-05,"State-sponsored hackers took down RuTube, the Russian version of YouTube, according to the company.",RU,
2022-05,"Russian hackers hit Italian websites with a DDoS attack, including the Senate, the Ministry of Defence, and the National Health Institute. The group states its goal was to target NATO countries and Ukraine.",IT,
2022-04,"The Romanian National Directorate of Cyber Security said that multiple public and private sector websites were hit with DDoS attacks. The victims included the ministry of defense, border police, national railway company, and the OTP Bank. A group claiming credit for the attack said on Telegram that it hacked the websites because Romania supported Ukraine since the Russian invasion of the country.",RO,
2022-04,"Cybersecurity researchers identified a new campaign by Russian-linked hackers that started in January and targets diplomats and embassy officials from France, Poland, Portugal, and other countries. The hacks started with a phishing email to deliver a malware-laden file to the target.",FR-PL-PT-?,
2022-04,Iranian state television claimed that the government foiled cyber intrusions that targeted more than 100 public sector agencies. They provided no further information on the incident.,IR,
2022-04,"Russian hackers targeted the Costa Rican Ministry of Finance in a cyberattack, crippling tax collection and export systems. The newly elected President of Costa Rica declared a national emergency as a result of the attack and the group asked for $20 million in ransom or it plans to leak the stolen data.",CR,
2022-04,Hackers targeted members of the European Commission with spyware developed by NSO Group. An Apple notification from November to thousands of iPhone users stating they were targeted by state-sponsored actor alerted the Commission of this spyware use.,?,
2022-04,A North Korea-linked hacking campaign using phishing emails sent from fake job recruiters targeted chemical companies in South Korea.,KR,
2022-04,A Citizen Lab study discovered actors used NSO Group spyware to target at least 65 Catalonian activists and political figures.,ES,
2022-04,The U.S. Treasury Department's Office of Foreign Assets Control attributed the March 29 hack of Ronin Network to a North Korean hacking group and announced sanctions against the hackers. The group stole over $540 million in Ethereum and USDC.,US,
2022-04,Hackers launched DDoS attacks against websites belonging to the Finnish Ministries of Defence and Foreign Affairs. The attack's botnet used over 350 IP addresses from around the world and the denial of service was sustained for four hours.,FI,
2022-04,Hackers targeted the Telegram accounts of Ukrainian government officials with a phishing attack in an attempt to gain access to the accounts.,UA,
2022-04,Cybersecurity researchers observed hackers penetrating the networks of at least 7 Indian State Load Dispatch Centres (SLDCs) which oversee operations for electrical grid control. The SLDCs manage SCADA systems and researchers suggested that PLA-linked hackers may be involved.,IN,
2022-04,"A social media platform disrupted two Iranian-linked cyber espionage campaigns that targeted activists, academics, and private companies. The campaign targeted businesses in the energy, semiconductor, and telecom sectors in countries including the U.S., Israel, Russia, and Canada by using phishing and other social engineering techniques.",US-IL-RU-CA-?,
2022-04,"A group targeted several Ukrainian media organizations in an attempt to gain long-term access to their networks and collect sensitive information, according to researchers. The group has connections to the Russian GRU.",UA,
2022-04,"The United States removed Russian malware from computer networks around the world, a move made public by Attorney General Merrick B. Garland. While it is unclear what the malware's intention was, authorities noted it could be used from anything from surveillance to destructive attacks. The malware created a botnet controlled by the Russian GRU.",US,
2022-04,"Hackers targeted a Ukrainian energy facility, but CERT-UA and private sector assistance largely thwarted attempts to shutdown electrical substations in Ukraine. Researchers believe the attack came from the same group with ties to the Russian GRU that targeted Ukraine's power grid in 2016, using an updated form of the same malware.",UA,
2022-04,"Hackers targeted Ukraine's National Post Office with a DDoS attack, days after releasing a new stamp honoring a Ukrainian border guard. Th attack affected the agency's ability to run their online store.",UA,
2022-03,Hackers used a DDoS attack to shut down the National Telecommunications Authority of the Marshall Islands. The attack disrupted internet services on the Islands for over a week.,MH,
2022-03," An attack on a satellite broadband service run by the American company Viasat disrupted internet services across Europe, including Ukrainian military communications at the start of the Russian invasion. The attackers hacked satellite modems belonging to thousands of Europeans to disrupt the company's service.",?,
2022-03,"Hackers penetrated the websites belong to multiple Russian agencies including the Energy Ministry, the Federal State Statistics Service, the Federal Penitentiary Service, and the Federal Bailiff Service. The websites displayed several anti-government and anti-invasion images and messages before the agencies were able to expel the attackers.",RU,
2022-03,"Hackers targeted Greenland's parliamentary authority in an apparent espionage operation, forcing the parliament to cancel meetings and slowing social benefit payments.",GL,
2022-03,"The National Computer Network Emergency Response Technical Team/Coordination Center of China (CNCERT/CC) stated that hackers from the United States targeted Chinese computers to carry out attacks on Russia, Ukraine, and Belarus.",CN-RU-UA-BY,
2022-03,"The European Banking Authority was targeted using a vulnerability in Microsoft's mail server software, but no data was compromised. Various attacks using this vulnerability have been attributed to a Chinese government-backed actor.",?,
2022-03,"Hackers defaced and disrupted several Russian government and state media websites, according to the Russian Ministry of Digital Development and Communications. The Emergency Situations Ministry website was hacked, and the attackers wrote messages encouraging Russian soldiers to defect. Tass, a state-run news agency, was also penetrated and hackers displayed a call for people to 'take to the streets against the war.'",RU,
2022-03,"The National Research Council, Canada's biggest state-funded research agency, shared that hackers penetrated its networks. An announcement on the Council's website explained that parts of its online presence were taken offline as a result of this incident.",CA,
2022-03,"Hackers linked to the Chinese government penetrated the networks belonging to government agencies of at least 6 different U.S. states in an espionage operation. Hackers took advantage of the Log4j vulnerability to access the networks, in addition to several other vulnerable internet-facing web applications.",US,
2022-03,"Hackers used a DDoS attack to target a major Israeli telecommunication provider. As a result, multiple Israeli government websites were taken offline.",IL,
2022-02,"Researchers identified campaigns by two North Korean government-backed groups targeting employees across numerous media, fintech, and software companies. The hackers used phishing emails advertising fake job opportunities and exploited a vulnerability in Google Chrome to compromise the companies' websites and spread malware.",?,
2022-02,"The websites of the Ukrainian Cabinet of Ministers and Ministries of Foreign Affairs, Infrastructure, and Education were disrupted in the days before Russian troops invaded Ukraine. Wiper malware was also used to penetrate the networks of one Ukrainian financial institution and two government contractors.",UA,
2022-02,A Beijing-based cybersecurity company accused the U.S. National Security Agency of engineering a backdoor to monitor companies and governments in over 45 countries around the world. A Foreign Ministry spokesman said that operations like this may threaten the security of China's critical infrastructure and compromise trade secrets.,>1,
2022-02,"On February 15, a DDoS attack knocked websites belonging to the Ukrainian Defense Ministry and two of the country's largest banks offline. The U.S. and the UK attributed the attack to the Russian GRU. The Ukrainian Cyber Police claimed that the attack was connected to another 'information attack' where Ukrainian citizens received spam text messages claiming that ATMs were not working.",UA,
2022-02,A Beijing-based cybersecurity company accused the U.S. National Security Agency of engineering a back-door to monitor companies and governments in over 45 countries around the world. A Foreign Ministry spokesman said that operations like this may threaten the security of China's critical infrastructure and compromise trade secrets.,IGNORE,duplicate
2022-02,A Pakistani group deployed a remote access trojan to conduct espionage against Indian military and diplomatic targets. The group generally uses social engineering and/or USB-based worms to penetrate a network.,IN,
2022-02,An Iranian-linked group conducted espionage and other malicious cyber operations against a range of private companies and local and federal governments.,?,
2022-02,Russian state-sponsored actors hacked into numerous U.S. defense contractors between January 2020 and 2022-02. The hackers exfiltrated emails and sensitive data relating to the companies' export-controlled products and proprietary information and interactions with foreign governments.,US,
2022-02,"Multiple oil terminals in some of Europe's biggest ports across Belgium and Germany fell victim to a cyberattack, rendering them unable to process incoming barges. A ransomware strain associated with a Russian-speaking hacking group was used to disrupt the ability of energy companies to process payments.",BE-DE,
2022-02,"Since October 2021, a hacking group targeted Palestinian individuals and organizations with malware. Researchers suggest that the operation could be connected to a broader campaign by a hacking group commonly attributed to the cyber arm of Hamas that started in 2017.",PS,
2022-02,"A U.N. report claimed that North Korea hackers stole more than $50 million between 2020 and mid-2021 from three cryptocurrency exchanges. The report also added that in 2021 that amount likely increased, as the DPRK launched 7 attacks on cryptocurrency platforms to help fund their nuclear program in the face of a significant sanctions regime.",?,
2022-02,An investigation led by Mandiant discovered that hackers linked to the Chinese-government compromised email accounts belonging to Wall Street Journal journalists. The hackers allegedly surveilled and exfiltrated data from the newspaper for over two years beginning in at least February 2020.,US,
2022-02,The networks of the U.K. Foreign Office were penetrated by hackers. All details of the incident remain confidential.,GB,
2022-01,"A Chinese hacking group breached several German pharma and tech firms. According to the German government, the hack into the networks of service providers and companies was primarily an attempt to steal intellectual property.",DE,
2022-01,Hackers shut down internet traffic to and from North Korea twice in two weeks from what researchers say was likely a series of DDoS attacks. The second attack came just after North Korea's 5th missile test of the month.,KP,
2022-01,"Hackers breached the Canadian Foreign Ministry, hampering some of the Ministry's internet-connected services. The hack came a day after the government issued a warning to bolster network security in anticipation of Russia-based cyberattacks on critical infrastructure.",CA,
2022-01,"A series of DDoS attacks targeted a high-stakes Minecraft tournament and ended up impacting Andorra Telecom, the country's only internet service provider. The attack disrupted 4G and internet services for customers.",AD,
2022-01,"The Informatic Directorate of the Greek Parliament identified an attempt to hack into 60 parliamentary email accounts. In response, authorities temporarily shut down the mailing system in the legislature.",GR,
2022-01,An Australian spokesman accused WeChat of taking down Prime Minister Scott Morrison's account and redirecting users to a website that provides information for Chinese expatriates. The Government claims that they first encountered problems posting to the Prime Minister's account in mid-2021.,AU,
2022-01,"Hackers breached systems belonging to the International Committee of the Red Cross, gaining access to data on more than 500,000 people and disrupting their services around the world. Researchers discovered that the operation may be linked to a sprawling influence operation based in Iran.",?,Maybe Switzerland?
2022-01,"A cyberattack targeted the Ukrainian government, hitting 90 websites and deploying malicious software masquerading as ransomware to damage dozens of computers in government agencies.",UA,
2022-01,"Hackers attacked several Israeli media outlets, including Maariv and the Jerusalem Post, posting threatening messages on their websites. One message stated 'we are close to you where you do not think about it' in English and Hebrew.",IL,
2022-01,"A DRPK-affiliated group targeted multiple Russian diplomats with malware. The diplomats received an email disguised as a New Year greetings screensaver but which, after being opened, installed a remote access trojan.",RU,
2021-12,"A cyberattack on the Belgium Ministry of Defence forced part of its computer network, including the ministry's mail system, to shut down for several days. Hackers exploited the Log4j vulnerability to compromise the network.",BE,
2021-12,Hackers targeted multiple Southeast Asian governments over the past 9 months using custom malware linked to Chinese state-sponsored groups. Many of the nations targeted are currently engaged in disputes with China over territorial claims in the South China Sea.,?,
2021-12,A breach of Prime Minster Modi's Twitter allowed hackers to Tweet from the account that India officially adopted bitcoin as legal tender. The Tweet also included a scam link promising a bitcoin giveaway.,IN,
2021-12,A Bloomberg investigation publicly linked an intrusion into Australia's telecommunications systems in 2012 to malicious code embedded in a software update from Huawei.,AU,
2021-12,"Cybersecurity firms found government-linked hackers from China, Iran, and North Korea attempting to use the Log4j vulnerability to gain access to computer networks. Following the announcement of Log4j, researchers already found over 600,000 attempts to exploit the vulnerability.",?,
2021-12,"Chinese hackers breached four more U.S. defense and technology firms in December, in addition to one organization in November. The hackers obtained passwords to gain access to the organizations' systems and looked to intercept sensitive communications.",US,
2021-12,A Russian group took responsivity for a ransomware attack on Australian utility company CS energy. This announcement came after Australian media outlets blamed Chinese government hackers for the attack.,AU,
2021-11,"A Russian-speaking group targeted the personal information of around 3,500 individuals, including government officials, journalists, and human rights activists. The group obtained access to private email accounts and financial details, and operated malware on Android and Windows devices.",?,
2021-11,Hackers gained access to the social security and driver's license numbers of employees after compromising a U.S. defense contractor.,US,
2021-11,Chinese officials claim a foreign intelligence agency hacked into several airlines in China and stole passenger information. The officials stated the hacks are connected due to the use of a custom trojan in all the attacks.,CN,
2021-11,"After CISA publicly shared details on a vulnerability, Chinese hackers targeted nine companies and 370 servers between September and October using the same vulnerability.",US,
2021-11,"A vendor that handles data for the UK Labour Party was subject to a cyberattack, affecting the data of its members and affiliates.",GB,
2021-11,Hackers gained access to the FBI's Law Enforcement Enterprise Portal'a system used to communicate to state and local officials'and sent a warning of a cyberattack in an email claiming to be from the Department of Homeland Security (DHS).,US,
2021-11,"The stock trading platform, Robinhood, disclosed a social engineering cyberattack that allowed a hacker to gain access to the personal information of around 7 million customers. The data included names, email addresses, and for some, data of birth, and zip codes.  Following the breach, the hacker requested payment, presumably not to disclose the stolen data.",US,
2021-10,"A Chinese-linked hacking group gained access to calling records and text messages from telecommunication carriers across the globe, according to a report from CrowdStrike. The report outlines the group began its cyberattacks in 2016 and infiltrated at least 13 telecommunications networks.",?,
2021-10,A cyberattack targeted the government-issued electronic cards Iranians use to buy subsidized fuel and altered the text of electronic billboards to display anti-regime messages against the Supreme Leader Ayatollah Ali Khamenei.,IR,
2021-10,"A group with ties to Iran attempted to hack over 250 Office 365 accounts. All the targeted accounts were either U.S. and Israeli defense technology companies, had a focus on Persian Gulf ports of entry, or maritime transportation companies with a presence in the Middle East.",US-IL,
2021-10,Brazilian hackers carried out a cyberattack on the National Malware Center website belonging to Indonesia's State Cyber and Password Agency. The hackers edited the contents of the webpage and indicated that the cyberattack was retribution for an Indonesian hack on the Brazilian state website.,ID,
2021-10,"Hackers leaked data and photos from the Israeli Defense Ministry after gaining access to 165 servers and 254 websites, overall compiling around 11 terabytes of data.",IL,
2021-10,"An American company announced that the Russian Foreign Intelligence Service (SVR) launched a campaign targeting resellers and other technology service providers that customize, deploy and manage cloud services.",US,
2021-09,Chinese state-linked hackers targeted Afghan telecom provider Roshan and stole gigabytes of data from their corporate mail server over the past year.,AF,
2021-09,"The EU formally blamed Russia for its involvement in the 'Ghostwriter' cybercampaign, which targeted the elections and political systems of several member states. Since 2017, Russian operators hacked the social media accounts of government officials and news websites, with the goal of creating distrust in U.S. and NATO forces.",?,
2021-09,"Hackers obtained 15 TB of data from 8,000 organizations working with Israel-based company, Voicenter and offered the data online for $1.5 million. Some experts have stipulated the hackers have ties to Iran, but no link has been confirmed.",IL,
2021-09,"The Lithuanian Defense Ministry found hidden features in popular 5G smartphone models manufactured in China, according to its state-run cybersecurity body. The module embedded in the phones detects and censors 449 keywords or groups of keywords that are counter to the message of the Chinese government.",LT,
2021-09,"Two hours after the vote opened for Hungary's opposition primary elections, the polling systems in electoral districts nationwide fell victim to a cyberattack. The actor responsible is still unknown, but the cyberattack led to the government extending voting by two days.",HU,
2021-09,"The U.S. Department of Justice sentenced Ghaleb Alaumary to more than 11 years in prison for aiding North Korean cybercriminals in money laundering. His assistance included ATM cash-out operations, cyber-enabled bank heists, and business email compromise (BEC) schemes. These attacks targeted banks, professional soccer clubs, and other unnamed companies in the U.S. and U.K.",US-GB,
2021-09,"A cyberattack against the United Nations occurred in April 2021, targeting users within the UN network to further long-term intelligence gathering. The hacker was able to access their networks through stolen user credentials purchased on the dark web.",?,
2021-09,The Norwegian Government stated a series of cyberattacks against private and state IT infrastructure came from bad actors sponsored by and operating from China. Their investigation of the hacks claims the actors attempted to capture classified information relating to Norway's national defense and security intelligence.,NO,
2021-09,"Researchers and cybersecurity experts revealed a mobile espionage campaign against the Kurdish ethnic group. Hackers targeted individuals on Facebook, persuading them to download apps that contain Android backdoors utilized for espionage.",IQ,
2021-09,"In April 2020, Chinese bots swarmed the networks of the Australian government days after Australia called for an independent international probe into the origins of the coronavirus. These bots looked for potential vulnerabilities on the network to exploit in future cyberattacks.",AU,
2021-08,A cyberattack on the government of Belarus compromised dozens of police and interior ministry databases. The hack claims to be a part of an attempt to overthrow President Alexander Lukashenko's regime.,BY,
2021-08,"A hacking group targeted a high-profile Iranian prison, uncovering documents, videos, and images that displayed the violent treatment of its prisoners. The group claims to be hacktivists demanding the release of political prisoners.",IR,
2021-08,A cyber-espionage group linked to one of Russia's intelligence forces targeted the Slovak government from February to July 2021 through spear-fishing attempts.,SK,
2021-08,Russia targeted and blocked content on 'smart voting' app created by Kremlin critic Alexei Navalny and his allies intended to organize voting against the Kremlin in next month's parliamentary elections.,RU,is this RU?
2021-08,Hacks initially attributed to Iran in 2019 and 2020 were found to be conducted by Chinese operatives. The cyberattack broke into computers across Israel's government and tech companies.,IR,
2021-08,A cyberattack on the Covid-19 vaccine-scheduling website for the Italian region of Lazio forced the website to temporarily shut down. New vaccination appointments were unable to be scheduled for several days after the attack.,IT,
2021-08,Various Chinese cyber-espionage groups are responsible for the hacks of at least five major Southeast Asian telecommunication providers beginning in 2017. The attacks were carried out by three different hacking groups and are seemingly unlinked despite all groups having a connection to Chinese espionage efforts.,?,
2021-07,"Four Chinese nationals targeted companies, universities, and government entities in the United States and abroad between 2011 and 2018. The campaign focused on information of economic benefit to China's commercial sectors.",US-?,
2021-07,"Estonia stated a Tallinn-based hacker downloaded 286,438 ID photos from a government database, exposing a vulnerability in a platform managed by their Information System Authority (RIA).",EE,
2021-07,A cyberattack gained access to 1 terabyte of data from the Saudi Arabian Oil Company through a zero-day exploitation. Hackers are offering to delete the data in exchange for $50 million in cryptocurrency.,SA,
2021-07,"A widespread APT operation was discovered against users in Southeast Asia, believed to be spearheaded by Chinese entities. Researchers found a total of 100 victims in Myanmar and 1,400 in the Philippines, including many government entities.",MM-PH,
2021-07,"The United States, the European Union, NATO and other world powers released joint statements condemning the Chinese government for a series of malicious cyber activities. They attributed responsibility to China for the Microsoft Exchange hack from early 2021 and the compromise of more than 100,000 servers worldwide.",?,
2021-07,"Transnet Port Terminals (TPT), South Africa's state-run ports operator and freight rail monopoly, had its rail services disrupted after a hack by unknown actors. Transnet reportedly declared it an act 'force majeure.'",ZA,
2021-07,"Unknown hackers compromised the two-factor authentication system used by the Indian government three times, obtaining access to the emails of government officials.",IN,
2021-07,"Several countries used Pegasus, surveillance software created by NSO Group that targets iPhone and Android operating systems, on devices belonging to activists, politicians, and journalists.",?,
2021-07,The FBI and the U.S. Cybersecurity and Infrastructure Security Agency (CISA) released a statement exposing a spearfishing campaign by Chinese state-sponsored hackers between 2011 and 2013. The campaign targeted oil and natural gas pipeline companies in the United States.,US,
2021-07,"Iran used Facebook accounts to pose as recruiters, journalists, and NGO affiliates, targeting U.S. military personnel. The hackers sent malware-infected files or tricked targets into submitting sensitive credentials to phishing sites.",US,
2021-07,"The Russian defense ministry claimed it was hit with a DDoS attack that caused its website to shut down, stating the attack came from outside the Russian Federation.",RU,
2021-07,Norway attributed a March 2021 cyberattack on parliament's e-mail system to China.,NO,
2021-07,Iran's transport and urbanization ministry was the victim of a cyber attack that impacted display boards at stations throughout the country. The attack caused delays and cancellations of hundreds of trains across Iran.,IR,
2021-07,"Russian hackers exploited a vulnerability in Kaseya's virtual systems/server administrator (VSA) software allowing them to deploy a ransomware attack on the network. The hack affected around 1,500 small and midsized businesses, with attackers asking for $70 million in payment.",US,
2021-07,The Ukranian Ministry of Defense claimed its naval forces' website was targeted by Russian hackers who published fake reports about the international Sea Breeze-2021 military drills.,UA,
2021-06,Russia claimed that Vladimir Putin's annual phone-in session was targeted by DDoS attacks.,RU,
2021-06,A Chinese-speaking hacking group spearheaded an ongoing espionage effort against the Afghan government through phishing emails. Hackers posed as the Office of the President of Afghanistan and targeted the Afghan National Security Council.,AF,
2021-06,"The Iranian government launched a widescale disinformation campaign, targeting WhatsApp groups, Telegram channels and messaging apps used by Israeli activists. The campaign aimed to advance political unrest and distrust in Israel.",IL,
2021-06,"Chinese actors targeted organizations, including Verizon and the Metropolitan Water District of Southern California using a platform used by numerous government agencies and companies for secure remote access to their networks.",US,
2021-06,"Hackers linked to Russia's Foreign Intelligence Service installed malicious software on a Microsoft system that allowed hackers to gain access to accounts and contact information. The majority of the customers targeted were U.S. based, working for IT companies or the government.",US,
2021-06,"The U.S. and British governments announced the Russian GRU attempted a series of brute force access against hundreds of government and private sector targets worldwide from 2019 to 2021, targeting organizations using Microsoft Office 365' cloud services.",>1,
2021-06,"United States Naval Institute (USNI) claimed the tracking data of two NATO ships, the U.K. Royal Navy's HMS Defender and the Royal Netherlands Navy's HNLMS Evertsen, was falsified off the coast of a Russian controlled naval base in the Black Sea. The faked data positioned the two warships at the entrance of a major Russian naval base.",GB-NL,
2021-06,"A cyberattack reportedly from Russia compromised the email inboxes of more than 30 prominent Polish officials, ministers and deputies of political parties, and some journalists.",PL,
2021-06,"Sol Oriens, a small government contractor that works for the Department of Energy on nuclear weapons issues, was attacked by the Russia-linked hacking group REvil.",US,
2021-06,"A spreadsheet was leaked containing classified personal details of the 1,182 United Kingdom's Special Forces soldiers on WhatsApp.",GB,
2021-06,"A ransomware attack targeted iConstituent, a newsletter service used by U.S. lawmakers to contact constituents.",US,
